! name platform 1.2 m 0.77
13ele1   0.0   -3.1176
13ele2  -2.7   -1.5588
13ele5   2.7   -1.5588
7ele7    0.0    0.0
13ele9  -2.7    1.5588
13ele12  2.7    1.5588
13ele13  0.0    3.1176 
