! name platform 1.0 m 0.5
19ele1  -1.8   -3.1176
13ele2   0.0   -3.1176
19ele3   1.8   -3.1176
13ele4  -2.7   -1.5588
7ele5	-0.9   -1.5588
7ele6    0.9   -1.5588
13ele7   2.7   -1.5588
19ele8  -3.6    0.0
7ele9   -1.8    0.0
7ele10   0.0    0.0
7ele11   1.8    0.0
19ele12  3.6    0.0
13ele13 -2.7    1.5588
7ele14  -0.9    1.5588
7ele15   0.9    1.5588
13ele16  2.7    1.5588
19ele17 -1.8    3.1176
13ele18  0.0    3.1176
19ele19  1.8    3.1176 
